title,publication_frequency,url,place_of_publication,publisher,lccn_number,oclc_number,primary_language,start_year,end_year,city,county,state,latitude,longitude,place_0,subject_0,subject_1,note_0,note_1,note_2,note_3,the_geom,cartodb_id,created_at,updated_at
Minneapolis Jewish Community,10 times yearly,http://chroniclingamerica.loc.gov/lccn/sn90059965,"Minneapolis, Minn.",Minneapolis Federation for Jewish Service,sn90059965,21985064,English,1900-01-01 00:00:00+00,1999-01-01 00:00:00+00,Minneapolis,Hennepin,Minnesota,44.977753,-93.265011,Minnesota--Hennepin--Minneapolis,Jewish newspapers--Minnesota--Minneapolis.,,Available on microfilm from the Minnesota Historical Society.,Description based on: Feb. 1971.,,,0101000020E61000002385B2F0F55057C06F48A302277D4640,30,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Central Valley Jewish Heritage,Monthly,http://chroniclingamerica.loc.gov/lccn/sn96064432,"Fresno, Calif.",Heritage Pub. Co.,sn96064432,35171507,English,1900-01-01 00:00:00+00,1973-01-01 00:00:00+00,Fresno,Fresno,California,36.746842,-119.772587,California--Fresno--Fresno,Jewish newspapers--California.,,"""Only Jewish newspaper in Central California.""","Description based on: Vol. 5722, no. 1 (Sept. 7, 1961).",,,0101000020E61000002594BE1072F15DC0BEA3C684985F4240,31,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Toledo Jewish Times,Weekly,http://chroniclingamerica.loc.gov/lccn/sn89075269,"Toledo, Ohio",Toledo Jewish Pub. Co.,sn89075269,20768483,English,1935-01-01 00:00:00+00,1999-01-01 00:00:00+00,Toledo,Lucas,Ohio,41.663938,-83.555212,Ohio--Lucas--Toledo,Jewish--United States--Newspapers.,,"Description based on: Vol. 3, no. 2 (July 8, 1938).",,,,0101000020E61000003196E99788E354C02C499EEBFBD44440,32,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Vosterer Idisher Folks-Frend = The Worcester Jewish People'S Friend,Monthly,http://chroniclingamerica.loc.gov/lccn/sn91058014,Worcester [Mass.],Jacob S. Rosenberg,sn91058014,23167102,English,1900-01-01 00:00:00+00,1999-01-01 00:00:00+00,Worcester,Worcester,Massachusetts,42.262593,-71.802293,Massachusetts--Worcester--Worcester,Jewish newspapers--Massachusetts.,,Description based on: Dec. 1921.,In English and Yiddish.,,,0101000020E6100000D333BDC458F351C04B94BDA59C214540,33,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Bostoner Idishe Sht“£Ime The Boston Jewish Voice,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94082914,"Boston, Mass.",Leavitt & Rubenstein Press,sn94082914,32249855,English,1913-01-01 00:00:00+00,1916-01-01 00:00:00+00,Boston,Suffolk,Massachusetts,42.360083,-71.05888,Massachusetts--Suffolk--Boston,Jewish newspapers--United States.,,"In Yiddish, with a bimonthly English section.",Microfilm.,,,0101000020E6100000DD989EB0C4C351C03C6C2233172E4540,34,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Digest,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94085033,"Miami, Fla.",Jewish Digest,sn94085033,32254620,English,1926-01-01 00:00:00+00,1926-01-01 00:00:00+00,Miami,Dade,Florida,25.76168,-80.19179,Florida--Dade--Miami,Jewish newspapers--Florida.,,"""Tropical America's Jewish Organ.""",Microfilm.,,,0101000020E6100000CA6C9049460C54C06C04E275FDC23940,36,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
"Mercer, Bucks Nj/Pa Jewish Reporter","Monthly (except June, July, and Aug.)",http://chroniclingamerica.loc.gov/lccn/sn89077945,"Trenton, NJ","Jewish Federation of Mercer, Bucks Counties NJ/PA",sn89077945,19220377,English,1987-01-01 00:00:00+00,,Trenton,Mercer,New Jersey,40.217053,-74.742938,New Jersey--Mercer--Trenton,Jewish newspapers--New Jersey.,,,,,,0101000020E6100000293DD34B8CAF52C0D53F8864C81B4440,37,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Hayom,Monthly (Sept.-June),http://chroniclingamerica.loc.gov/lccn/sn89077946,"Portland, Me.",Jewish Federation Community Council of Southern Maine,sn89077946,19216989,English,1900-01-01 00:00:00+00,,Portland,Cumberland,Maine,43.661471,-70.255326,Maine--Cumberland--Portland,Jewish newspapers--Maine.,,"""The official Jewish paper for Southern Maine.""",Description based on: Jan. 1986.,,,0101000020E610000062F4DC42579051C04F20EC14ABD44540,38,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Monthly Reporter,Monthly (except July & Aug.),http://chroniclingamerica.loc.gov/lccn/sn89077167,"Madison, Wi.",Madison Jewish Community Council,sn89077167,19212561,English,1900-01-01 00:00:00+00,,Madison,Dane,Wisconsin,43.073052,-89.40123,Wisconsin--Dane--Madison,Jewish newspapers--Wisconsin.,,"Description based on: Vol. 17, no. 9 (May 1985).",Issues for <May 1985> called also <Iyor/sivan 5745>.,,,0101000020E6100000240B98C0AD5956C0257497C459894540,39,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Delaware Valley Jewish Reporter,"Monthly (except June, July, and Aug.)",http://chroniclingamerica.loc.gov/lccn/sn89077812,"Morrisville, Pa.",Jewish Federation of the Delaware Valley,sn89077812,19220404,English,1980-01-01 00:00:00+00,,Morrisville,Bucks,Pennsylvania,40.211498,-74.78794,Pennsylvania--Bucks--Morrisville,Jewish newspapers--Pennsylvania.,,"Description based on: Vol. 5, no. 4 (Feb. 1986).",,,,0101000020E610000075CDE49B6DB252C0AF95D05D121B4440,40,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Nasza Trybuna = Our Tribune,Irregular,http://chroniclingamerica.loc.gov/lccn/sn93058774,"New York, N.Y.",J. Apenszlak and A. Tartakower,sn93058774,27732680,English,1940-01-01 00:00:00+00,1951-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,,"""Pismo Zíàydoíw polskich.""","Description based on: Rok 7, no. 6 (30 czerw. 1946).",In Polish and English.,,0101000020E6100000282D5C56618052C0588E90813C5B4440,41,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Connecticut Jewish Ledger,Weekly (48 per year),http://chroniclingamerica.loc.gov/lccn/sn97060915,"West Hartford, CT",NRG Connecticut Ltd. Partnership,sn97060915,37017172,English,1996-01-01 00:00:00+00,,West Hartford,Hartford,Connecticut,41.762084,-72.742015,Connecticut--Hartford--West Hartford,Jewish newspapers--Connecticut.,,Current issue and selected articles from earlier issues also available online via the World Wide Web.,"Formed by the union of: New Haven Jewish ledger, and: Bridgeport Jewish ledger, and: Stamford Jewish ledger.","Latest issue consulted: Vol. 73, no. 21 (June 1, 2001).",,0101000020E61000000D897B2C7D2F52C00667F0F78BE14440,42,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Dzshoyrzi Sht“£Ime = The Jersey Voice,Weekly,http://chroniclingamerica.loc.gov/lccn/sn93062905,"Bayonne, N.J.",Jersey Voice Pub. Co.,sn93062905,28013072,English,1900-01-01 00:00:00+00,,Bayonne,Hudson,New Jersey,40.668714,-74.114309,New Jersey--Hudson--Bayonne,Jewish newspapers--New Jersey.,,"Description based on: Vol. 3, no. 2 (Feb. 3, 1928).",In Yiddish and English.,,,0101000020E6100000DD28B2D6508752C04D309C6B98554440,43,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Idishe Sht“£Ime = The Jewish Voice,Weekly,http://chroniclingamerica.loc.gov/lccn/sn93062923,"Newark, N.J.",Jewish Voice Pub. Co.,sn93062923,28031738,Yiddish,1924-01-01 00:00:00+00,1999-01-01 00:00:00+00,Newark,Essex,New Jersey,40.735657,-74.172367,New Jersey--Essex--Newark,Jewish newspapers--New Jersey.,,"Description based on: Vol. 2, no. 21 (Apr. 24, 1925).",In Yiddish.,Issue numbering is irregular.,,0101000020E610000037FA980F088B52C0680932022A5E4440,44,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Press,Weekly,http://chroniclingamerica.loc.gov/lccn/sn93062925,"Milwaukee, Wis.",Horwitz Pub. Co.,sn93062925,28106830,English,1900-01-01 00:00:00+00,1999-01-01 00:00:00+00,Milwaukee,Milwaukee,Wisconsin,43.038903,-87.906474,Wisconsin--Milwaukee--Milwaukee,Jewish newspapers--Wisconsin.,,"Description based on: Nov. 17, 1926.",In Yiddish and English.,"Issues for Nov. 17, 1926-July 13, 1927 lack volume and issue numbering.",Other ed.: Milví£okí£er ví£okhenblatí£.,0101000020E6100000282B86AB03FA55C0AF5B04C6FA844540,45,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Journal North Of Boston,Biweekly,http://chroniclingamerica.loc.gov/lccn/sn96007120,"Salem, Mass.",North Shore Jewish Press,sn96007120,35960642,English,1996-01-01 00:00:00+00,,Salem,Essex,Massachusetts,42.51954,-70.896716,Massachusetts--Essex--Salem,Jewish newspapers--Massachusetts.,,"""Serving the Jewish communities on the North Shore of Boston.""",,,,0101000020E6100000327381CB63B951C05F7B664980424540,46,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Israel Today,Monthly (with three combined issues),http://chroniclingamerica.loc.gov/lccn/sn98063264,"Northridge [Los Angeles, Calif.]",RAB Publications,sn98063264,39622564,English,1900-01-01 00:00:00+00,,Los Angeles,Los Angeles,California,34.052234,-118.243685,California--Los Angeles--Los Angeles,Jewish newspapers--United States.,,"Description based on: Vol. 46, no. 3 (Sept./Oct. 1996).",,,,0101000020E6100000A661F888988F5DC0A0DE8C9AAF064140,47,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Press,Weekly,http://chroniclingamerica.loc.gov/lccn/sn85062209,"Omaha, Neb.",Jewish Press Pub. Co.,sn85062209,12773478,English,1920-01-01 00:00:00+00,,Omaha,Douglas,Nebraska,41.252363,-95.997988,Nebraska--Douglas--Omaha,Jewish newspapers--Middle West.,Jewish newspapers--United States.,Microfilm.,"Not published from mid-July to the last week of Aug. each year, 1960-1968.","Some numbering irregularities, 1923-1941.",,0101000020E61000003B730F09DFFF57C038DC476E4DA04440,48,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Reformer,Weekly,http://chroniclingamerica.loc.gov/lccn/sn92060484,"New York, N.Y.",Jewish Reformer Pub. Co.,sn92060484,26478508,English,1886-01-01 00:00:00+00,,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Editors: K. Kohler, E.G. Hirsch, A. Moses.","In English, with a section in German.",,,0101000020E6100000282D5C56618052C0588E90813C5B4440,49,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Reformer,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94092705,"New York, N.Y.",Jewish Reformer Pub. Co.,sn94092705,32784517,English,1886-01-01 00:00:00+00,,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Editors: K. Kohler, E.G. Hirsch, A. Moses.","In English, with a section in German.",Microfilm.,,0101000020E6100000282D5C56618052C0588E90813C5B4440,50,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Sentiment,Weekly,http://chroniclingamerica.loc.gov/lccn/sn91065001,"Atlanta, Ga.",Omberg & Co.,sn91065001,23181863,English,1800-01-01 00:00:00+00,1901-01-01 00:00:00+00,Atlanta,Fulton,Georgia,33.748995,-84.387982,Georgia--Fulton--Atlanta,Atlanta (Ga.)--Newspapers.,Jewish newspapers--Alabama.,"""The only Jewish paper South of Richmond and east of Mississippi River.""","Description based on: Vol. 5, no. 1 (Nov. 12, 1897); title from cover.","Editor: Frank J. Cohen, <Nov. 12, 1897-Aug. 2, 1901>.","Masthead title and running title: Jewish sentiment and echo, <Nov. 12, 1897>-May 19, 1899.",0101000020E6100000F25B74B2D41855C00BEF7211DFDF4040,51,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Intermountain Jewish News,Weekly (except semiweekly week of July 15),http://chroniclingamerica.loc.gov/lccn/sn94083083,"Denver, Colo.",Central Jewish Council,sn94083083,32249982,English,1925-01-01 00:00:00+00,,Denver,Denver,Colorado,39.739236,-104.990251,Colorado--Denver--Denver,Denver (Colo.)--Newspapers.,Jewish newspapers--Colorado--Denver.,Microfilm.,Various mistakes in numbering.,,,0101000020E610000034F5BA45603F5AC04F0306499FDE4340,52,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Folk“£ = Das Volk,Weekly,http://chroniclingamerica.loc.gov/lccn/sn93062901,"Philadelphia, Pa.",Social Territorialists of America,sn93062901,28013107,Yiddish,1906-01-01 00:00:00+00,1908-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers--Pennsylvania.,In Yiddish.,Masthead reads: New York & Philadelphia.,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,53,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Civic Press,Monthly,http://chroniclingamerica.loc.gov/lccn/sn78004051,"New Orleans, La.",Abner Tritt,sn78004051,4071056,English,1960-01-01 00:00:00+00,,New Orleans,Orleans,Louisiana,29.951066,-90.071532,Louisiana--Orleans--New Orleans,Jewish newspapers--Louisiana--New Orleans.,,"Description based on: Vol. 2, no. 18 (Jan. 1968).",,,,0101000020E61000008527F4FA938456C06956B60F79F33D40,54,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Ledger,Weekly,http://chroniclingamerica.loc.gov/lccn/sn95068804,"Rochester, N.Y.",Jewish Ledger Pub. Co.,sn95068804,32441788,English,1900-01-01 00:00:00+00,1999-01-01 00:00:00+00,Albany,Albany,New York,42.652579,-73.756232,New York--Albany--Albany,Jewish newspapers--New York (State),,"""The only Jewish weekly in Albany and the Capital District.""","Description based on: Vol. 14, no. 21 (Jan. 28, 1938).","Issues for Dec. 26, 1941-Apr. 17, 1942 called Albany, N.Y. ed.; June 12-<Dec. 25, 1942> called Albany ed.",,0101000020E6100000130CE71A667052C038876BB587534540,55,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Chronicle,Monthly,http://chroniclingamerica.loc.gov/lccn/sn91069663,"Columbus, Ohio",Jewish Chronicle Pub. Co.,sn91069663,23674761,English,1919-01-01 00:00:00+00,1999-01-01 00:00:00+00,Columbus,Franklin,Ohio,39.961176,-82.998794,Ohio--Franklin--Columbus,Jewish Americans--Ohio--Columbus--Newspapers.,,"""A monthly review devoted to the interests of Jewish people in America.""","Description based on: Vol. 2, no. 1 (Feb. 1919).",,,0101000020E61000003A5CAB3DECBF54C09DD9AED007FB4340,56,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Post,Weekly,http://chroniclingamerica.loc.gov/lccn/sn87056581,"Indianapolis, Ind.",Leonard Rothschild,sn87056581,17299936,English,1933-01-01 00:00:00+00,1946-01-01 00:00:00+00,Indianapolis,Marion,Indiana,39.768403,-86.158068,Indiana--Marion--Indianapolis,Indiana.--fast--(OCoLC)fst01204604,Jewish newspapers--Indiana.,"""A journal for Indiana Jewry.""","Also published in national eds. called: Jewish post (National ed.), and: National Jewish post (National ed.).","Edition statement from Nov. 15, 1935 issue.","Published in Louisville, Ky., Oct. 25, 1935-Feb. 4, 1938.",0101000020E6100000D3A23EC91D8A55C0FB928D075BE24340,57,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Vorsteher,Daily (except Saturday),http://chroniclingamerica.loc.gov/lccn/sn90061493,"St. Louis, Mo.",Representative Pub. Co.,sn90061493,22700579,English,1906-01-01 00:00:00+00,1913-01-01 00:00:00+00,Saint Louis,,Missouri,38.627003,-90.199404,Missouri--Saint Louis,Jewish newspapers--Missouri.,Jewish newspapers--Southwestern States.,"""First and only Jewish daily newspaper in St. Louis and the great South West.""","Description based on: Vol. 2, no. 1 (Jan. 1, 1907).","In Yiddish, with some English and German.","Latest issue consulted: Vol. 3, no. 304 (Dec. 31, 1908).",0101000020E610000043ACFE08C38C56C038BF61A241504340,58,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Journal,Semimonthly,http://chroniclingamerica.loc.gov/lccn/sn92060482,"San Francisco, Calif.",Jewish Journal Pub. Co.,sn92060482,26440726,English,1928-01-01 00:00:00+00,1932-01-01 00:00:00+00,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,Jewish newspapers--United States.,Jewish newspapers.,"""A newspaper for the home.""","Merged with: Emanu-el (San Francisco, Calif. : 1895): to form: Emanu-el and the Jewish journal.",Publisher: Eugene B. Block.,,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,59,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Stamford Jewish Ledger,Weekly,http://chroniclingamerica.loc.gov/lccn/sn83005476,"West Hartford, Conn.",Connecticut Jewish Ledger,sn83005476,10200137,English,1900-01-01 00:00:00+00,1996-01-01 00:00:00+00,West Hartford,Hartford,Connecticut,41.762084,-72.742015,Connecticut--Hartford--West Hartford,Jewish newspapers--Connecticut.,Stamford (Conn.)--Newspapers.,"""Incorporating the Stamford Jewish voice.""","Description based on: Vol. 55, no. 26 (Aug. 31, 1983).","Merged with: New Haven Jewish ledger, and: Bridgeport Jewish ledger, to form: Connecticut Jewish ledger (West Hartford, Conn.).","Other eds. available for Hartford, New Haven, and Bridgeport, Conn.",0101000020E61000000D897B2C7D2F52C00667F0F78BE14440,60,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Cincinnati Jewish World,Irregular,http://chroniclingamerica.loc.gov/lccn/sn84028241,"Cincinnati, Ohio",[s.n.],sn84028241,10581615,English,1900-01-01 00:00:00+00,1954-01-01 00:00:00+00,Cincinnati,Hamilton,Ohio,39.103118,-84.51202,Ohio--Hamilton--Cincinnati,Cincinnati (Ohio)--Newspapers.,Jewish newspapers--Ohio.,"Description based on: Mar. 12, 1952.",Editor: David Sway.,In English and Yiddish.,,0101000020E610000078B988EFC42055C081D07AF8328D4340,61,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Journal,Weekly,http://chroniclingamerica.loc.gov/lccn/sn82006693,"New York, N.Y.",Jewish Journal,sn82006693,7135171,English,1971-01-01 00:00:00+00,1992-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,,"Available on microfilm from the New York Public Library and from the American Jewish Periodical Center, Cincinnati, Ohio.","Description based on: Vol. 2, no. 15 (Apr. 19, 1972).","Latest issue consulted: Vol. 22, no. 43 (Nov. 27/Dec. 3, 1992).","Published at Brooklyn, N.Y. <1973->.",0101000020E6100000282D5C56618052C0588E90813C5B4440,62,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
K“£Alifornier Yidish Leben California Jewish Life,Monthly,http://chroniclingamerica.loc.gov/lccn/sn99047558,Los Andzsheles,Kí£alifornier Yidish leben,sn99047558,41314186,Yiddish,1950-01-01 00:00:00+00,,Los Angeles,,California,34.052234,-118.243685,California--Los Angeles,Jewish newspapers--California.,Los Angeles (Calif.)--Newspapers.,"First issue also called v. 1, no. 1.","Latest issue consulted: Vol. 1, no. 4-5 (Mar.-Apr. 1951).",Microfilm.,,0101000020E6100000A661F888988F5DC0A0DE8C9AAF064140,63,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
B'Nai B'Rith Record,Monthly,http://chroniclingamerica.loc.gov/lccn/sn99060606,"Los Angeles, Calif.",B'nai B'rith Record Inc.,sn99060606,41061209,English,1900-01-01 00:00:00+00,,Los Angeles,Los Angeles,California,34.052234,-118.243685,California--Los Angeles--Los Angeles,Jewish newspapers--California.,Los Angeles (Calif.)--Newspapers.,"Description based on: Vol. 18, no. 7 (July 1964).",,,,0101000020E6100000A661F888988F5DC0A0DE8C9AAF064140,64,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Source,,http://chroniclingamerica.loc.gov/lccn/sn95063080,"West Hartford, Conn.",[s.n.],sn95063080,32197495,English,1900-01-01 00:00:00+00,1979-01-01 00:00:00+00,West Hartford,Hartford,Connecticut,41.762084,-72.742015,Connecticut--Hartford--West Hartford,Jewish newspapers--Connecticut.,West Hartford (Conn.)--Newspapers.,"Description based on: Vol. 2, no. 7 (Apr. 1970).",,,,0101000020E61000000D897B2C7D2F52C00667F0F78BE14440,65,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Bruk“£Liner Idishe Sht“£Ime = Brooklyn Jewish Voice,Weekly,http://chroniclingamerica.loc.gov/lccn/sn95068782,"Brooklyn, N.Y.",Brooklyn Jewish Voice,sn95068782,32216208,English,1929-01-01 00:00:00+00,1934-01-01 00:00:00+00,Brooklyn,Kings,New York,40.678178,-73.944158,New York--Kings--Brooklyn,Jewish newspapers--New York (State)--New York.,,"Description based on: Vol. 2, no. 4 (Sept. 19, 1930) = [whole no.] 56.",In Yiddish and English.,,,0101000020E61000006F10AD156D7C52C0F06E6589CE564440,66,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
